instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,staircase,encoding_variant,total_breaks,fairness_gap,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,total_clauses
forum-13.fixed020-Forb,SAT,OPTIMAL,1.079041,83762,192981,19,0,193000,170.539,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,377,12,"4,11,12,0,7,5,3,9,8,11,11,8,6,12,5,12,0,5,5,0,0,0,1,9,4,12,3,8,7,0,7,12,11,11,12,12,3,10,10,3,2,4,0,11,2,12,1,0,2,11,0,10,2,10,0,8,6,0,6,1,0,2,1,4,2,5,0,0,0,6","12,20,8,20,18,24,22,24,18,28,24,18,14,8,10,4,8,6,6,6,10","12,13,9,11,10,6,5,8,1,15,3,15,17,7,21,8,10,4,4,11,2,7,9,1,7,10,4,7,2,6,5,12,8,6,5,7,11,2,9,4,12,11,21,20,19,13,8,10,8,18,9,16,15,17,14,10,19,6,8,10,11,2,21,6,20,8,11,8,10,12,13,2,3,6,4,5,11,9,2,12,6,8,7,4,1,10,13,11,18,20,17,7,15,21,19,14,6,4,13,5,10,9,2,11,10,8,7,2,6,4,12,11,5,8,9,13,5,1,10,11,6,3,9,5,6,14,2,10,13,1,4,7,12,7,14,6,18,12,16,21,10,15,9,4,17,2,8,3,5,1,10,7,11,12",1:M9 M24 M85 M118 M130 M150 | 2:M21 M29 M38 M62 M72 M79 M103 M108 M127 M146 | 3:M11 M73 M122 M148 | 4:M18 M19 M27 M40 M75 M84 M98 M110 M131 M144 | 5:M7 M31 M35 M76 M100 M113 M117 M124 M149 | 6:M6 M30 M34 M58 M64 M74 M81 M97 M109 M121 M125 M136 | 7:M14 M22 M25 M28 M36 M83 M92 M107 M132 M134 M152 | 8:M8 M16 M33 M47 M49 M59 M66 M68 M82 M106 M114 M147 | 9:M3 M23 M39 M51 M78 M102 M115 M123 M143 | 10:M5 M17 M26 M48 M56 M60 M69 M86 M101 M105 M119 M128 M141 M151 | 11:M4 M20 M37 M42 M61 M67 M77 M88 M104 M112 M120 M153 | 12:M1 M32 M41 M70 M80 M111 M133 M138 M154 | 13:M2 M46 M71 M87 M99 M116 M129 | 14:M55 M96 M126 M135 | 15:M10 M12 M53 M93 M142 | 16:M52 M139 | 17:M13 M54 M91 M145 | 18:M50 M89 M137 | 19:M45 M57 M95 | 20:M44 M65 M90 | 21:M15 M43 M63 M94 M140,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,192981,19,193000
forum-13.fixed040-Forb,SAT,OPTIMAL,0.937985,71466,164250,19,0,164269,157.168,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,408,14,"4,9,10,4,9,12,6,5,7,11,9,12,10,10,3,9,0,9,12,0,0,0,9,6,2,9,6,1,13,11,0,5,10,7,8,9,5,7,7,10,2,4,0,8,11,12,1,2,3,14,0,1,2,12,0,5,7,0,10,6,0,4,7,8,5,6,0,0,0,2","18,14,8,16,12,14,12,22,22,26,18,22,28,10,8,8,14,10,8,12,6","10,9,2,13,11,5,12,4,1,19,19,5,21,18,20,9,10,17,4,8,3,10,11,9,7,12,6,7,2,9,1,4,8,8,5,2,11,10,13,1,12,13,14,17,15,13,12,10,3,13,17,16,15,20,14,21,19,6,10,8,11,9,18,17,20,8,16,5,8,7,1,2,3,6,10,13,12,4,11,1,6,9,8,10,12,13,7,2,16,20,12,9,13,17,15,14,6,18,8,9,10,13,5,1,10,4,13,7,11,8,12,9,1,2,3,12,1,11,10,13,4,16,10,20,4,18,13,11,9,15,12,14,17,9,14,6,13,20,5,21,18,8,7,4,17,2,19,1,6,8,10,13,11,12",1:M9 M31 M40 M71 M80 M104 M113 M117 M148 | 2:M3 M29 M36 M72 M88 M114 M146 | 3:M21 M49 M73 M115 | 4:M8 M19 M32 M78 M106 M121 M125 M144 | 5:M6 M12 M35 M68 M103 M139 | 6:M27 M58 M74 M81 M97 M136 M149 | 7:M25 M28 M70 M87 M108 M143 | 8:M20 M33 M34 M60 M66 M69 M83 M99 M110 M142 M150 | 9:M2 M16 M24 M30 M62 M82 M92 M100 M112 M129 M134 | 10:M1 M17 M22 M38 M48 M59 M75 M84 M101 M105 M119 M123 M151 | 11:M5 M23 M37 M61 M79 M109 M118 M128 M153 | 12:M7 M26 M41 M47 M77 M85 M91 M111 M116 M131 M154 | 13:M4 M39 M42 M46 M50 M76 M86 M93 M102 M107 M120 M127 M137 M152 | 14:M43 M55 M96 M132 M135 | 15:M45 M53 M95 M130 | 16:M52 M67 M89 M122 | 17:M18 M44 M51 M64 M94 M133 M145 | 18:M14 M63 M98 M126 M141 | 19:M10 M11 M57 M147 | 20:M15 M54 M65 M90 M124 M138 | 21:M13 M56 M140,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,164250,19,164269
forum-13.forb0003,SAT,OPTIMAL,3.329492,87032,207594,19,0,207613,178.004,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","6,10,20,26,26,28,28,28,28,26,26,24,18,8,4,2,0,0,0,0,0","4,7,8,11,10,6,9,12,5,14,2,7,3,5,4,6,1,8,3,7,2,5,6,4,4,6,10,6,12,11,7,8,9,9,10,13,12,8,11,7,12,13,14,16,15,4,5,3,9,11,8,3,4,5,10,7,6,10,12,11,9,3,8,4,5,6,7,5,13,6,8,12,4,7,9,11,10,9,5,12,11,13,7,4,8,6,3,10,5,11,9,2,3,7,10,6,4,8,13,8,10,11,12,9,7,1,6,9,8,2,5,3,4,7,5,6,10,11,9,13,12,4,10,12,14,6,3,7,9,5,13,11,8,6,8,9,14,7,5,15,3,13,1,2,11,12,10,4,12,8,10,13,11,9",1:M17 M106 M143 | 2:M11 M21 M92 M110 M144 | 3:M13 M19 M48 M52 M62 M87 M93 M112 M127 M141 | 4:M1 M15 M24 M25 M46 M53 M64 M73 M84 M97 M113 M122 M148 | 5:M9 M14 M22 M47 M54 M65 M68 M79 M89 M111 M115 M130 M139 | 6:M6 M16 M23 M26 M28 M57 M66 M70 M86 M96 M107 M116 M126 M134 | 7:M2 M12 M20 M31 M40 M56 M67 M74 M83 M94 M105 M114 M128 M138 | 8:M3 M18 M32 M38 M51 M63 M71 M85 M98 M100 M109 M133 M135 M150 | 9:M7 M33 M34 M49 M61 M75 M78 M91 M104 M108 M119 M129 M136 M154 | 10:M5 M27 M35 M55 M58 M77 M88 M95 M101 M117 M123 M147 M151 | 11:M4 M30 M39 M50 M60 M76 M81 M90 M102 M118 M132 M145 M153 | 12:M8 M29 M37 M41 M59 M72 M80 M103 M121 M124 M146 M149 | 13:M36 M42 M69 M82 M99 M120 M131 M142 M152 | 14:M10 M43 M125 M137 | 15:M45 M140 | 16:M44 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,207594,19,207613
forum-13.forb0007,SAT,OPTIMAL,4.560927,86892,207064,19,0,207083,176.488,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,8,18,18,26,28,28,26,28,28,28,26,22,10,6,4,0,0,0,0,0","6,5,7,10,13,9,12,11,8,14,12,13,10,9,16,11,15,14,4,7,3,5,2,6,3,5,4,6,8,10,5,9,7,6,9,12,11,7,10,8,12,13,14,16,15,11,6,7,7,13,6,5,12,8,11,9,10,10,13,12,11,13,6,4,5,7,3,4,10,5,12,11,6,8,3,9,7,9,6,12,11,13,5,7,8,4,10,3,7,3,9,8,4,6,11,10,5,2,12,9,10,13,11,8,5,10,11,13,8,9,6,7,12,8,9,4,2,5,6,3,1,9,4,13,14,10,5,3,6,11,12,8,7,5,2,3,12,4,9,15,11,10,8,6,1,14,7,13,11,8,10,12,9,7",1:M121 M145 | 2:M23 M98 M117 M135 | 3:M21 M25 M67 M75 M88 M90 M120 M128 M136 | 4:M19 M27 M64 M68 M86 M93 M116 M123 M138 | 5:M2 M22 M26 M31 M52 M65 M70 M83 M97 M105 M118 M127 M134 | 6:M1 M24 M28 M34 M47 M51 M63 M73 M79 M94 M111 M119 M129 M144 | 7:M3 M20 M33 M38 M48 M49 M66 M77 M84 M89 M112 M133 M147 M154 | 8:M9 M29 M40 M54 M74 M85 M92 M104 M109 M114 M132 M143 M150 | 9:M6 M14 M32 M35 M56 M76 M78 M91 M100 M110 M115 M122 M139 M153 | 10:M4 M13 M30 M39 M57 M58 M69 M87 M96 M101 M106 M126 M142 M151 | 11:M8 M16 M37 M46 M55 M61 M72 M81 M95 M103 M107 M130 M141 M149 | 12:M7 M11 M36 M41 M53 M60 M71 M80 M99 M113 M131 M137 M152 | 13:M5 M12 M42 M50 M59 M62 M82 M102 M108 M124 M148 | 14:M10 M18 M43 M125 M146 | 15:M17 M45 M140 | 16:M15 M44 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,207064,19,207083
forum-13crafb.fixed020-Forb,SAT,OPTIMAL,1.254475,85160,211390,20,0,211410,175.188,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,494,17,"10,5,8,7,0,0,12,3,4,9,0,8,14,11,13,14,13,6,11,9,13,11,13,1,8,15,0,16,3,3,11,12,9,0,0,12,6,1,13,12,15,8,11,15,4,0,0,0,0,0,15,0,9,4,0,5,11,3,8,17,5,0,2,7,14,17,0,0,0,0,0,0,0,0,0,8","22,18,18,24,22,18,22,14,22,22,18,20,20,20,18,18,14,6,14,16,14,10","10,3,2,7,6,7,11,12,14,15,6,5,6,1,17,13,2,19,16,13,17,5,20,4,8,10,4,14,9,8,1,9,9,18,1,9,4,19,17,11,13,10,1,18,16,17,15,7,11,9,14,5,21,13,10,21,20,20,16,6,13,7,3,14,20,16,21,5,4,19,10,9,14,1,7,15,13,12,4,5,11,5,3,2,16,15,22,10,19,3,2,4,5,18,20,15,19,17,14,16,22,21,13,21,22,20,14,13,17,1,5,12,11,10,15,14,1,6,11,12,7,3,4,8,12,16,8,9,9,3,6,12,8,5,13,2,11,20,10,16,14,4,7,1,15,4,14,2,7,3,12,19,1,15,9,11,2,16,6,12,3,10,4,9,12,5,10,6,7,8,3,2,11,1,4,1,20,7,19,8,4,21,17,6,9,13,22,15,22,21,12,2,10,7,5",1:M14 M31 M35 M43 M74 M110 M117 M144 M153 M174 M176 | 2:M3 M17 M84 M91 M136 M148 M157 M172 M192 | 3:M2 M63 M83 M90 M122 M130 M150 M161 M171 | 4:M24 M27 M37 M69 M79 M92 M123 M142 M146 M163 M175 M181 | 5:M12 M22 M52 M68 M80 M82 M93 M111 M134 M166 M195 | 6:M5 M11 M13 M60 M118 M131 M159 M168 M184 | 7:M4 M6 M48 M62 M75 M121 M143 M149 M169 M178 M194 | 8:M25 M30 M124 M127 M133 M170 M180 | 9:M29 M32 M33 M36 M50 M72 M128 M129 M155 M164 M185 | 10:M1 M26 M42 M55 M71 M88 M114 M139 M162 M167 M193 | 11:M7 M40 M49 M81 M113 M119 M137 M156 M173 | 12:M8 M78 M112 M120 M125 M132 M151 M160 M165 M191 | 13:M16 M20 M41 M54 M61 M77 M103 M108 M135 M186 | 14:M9 M28 M51 M64 M73 M99 M107 M116 M141 M147 | 15:M10 M47 M76 M86 M96 M115 M145 M154 M188 | 16:M19 M45 M59 M66 M85 M100 M126 M140 M158 | 17:M15 M21 M39 M46 M98 M109 M183 | 18:M34 M44 M94 | 19:M18 M38 M70 M89 M97 M152 M179 | 20:M23 M57 M58 M65 M95 M106 M138 M177 | 21:M53 M56 M67 M102 M104 M182 M190 | 22:M87 M101 M105 M187 M189,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,211390,20,211410
forum-13crafb.fixed040-Forb,UNSAT,UNSAT,0.931521,82663,198088,20,0,198108,152.414,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,,,,,,,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,198088,20,198108
forum-13crafb.forb0003,SAT,OPTIMAL,3.361396,103339,255628,20,0,255648,200.137,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,95,2,"2,2,2,2,0,0,2,2,2,2,0,2,1,2,2,2,2,2,2,2,1,2,2,0,2,2,0,1,2,2,2,2,2,0,0,2,2,1,2,2,2,2,1,2,0,0,2,0,0,0,2,0,2,1,0,2,0,2,2,2,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2","4,8,10,14,18,22,24,28,28,28,28,28,28,28,28,22,16,10,6,6,4,2","5,14,11,9,8,9,6,12,18,14,13,10,12,6,13,14,9,15,16,15,13,9,18,7,12,8,7,12,3,4,12,11,11,8,6,7,3,15,8,5,16,14,11,19,18,17,15,5,10,6,20,12,16,13,9,13,11,7,6,5,13,9,12,15,14,17,16,21,10,17,7,5,4,8,2,15,16,6,10,11,9,12,10,11,14,16,13,9,4,8,7,12,9,20,13,14,19,17,18,21,22,16,15,11,16,17,9,12,13,16,10,8,15,15,14,13,6,8,12,10,7,5,4,11,13,15,14,10,12,7,3,2,1,14,13,19,9,8,6,20,5,17,4,10,15,7,10,11,8,10,8,9,14,8,13,9,14,17,6,11,12,15,16,6,7,3,9,4,11,5,8,1,10,12,2,10,5,7,6,14,16,2,18,3,17,15,11,4,10,8,7,15,14,11,13",1:M133 M172 | 2:M75 M132 M175 M182 | 3:M29 M37 M131 M166 M184 | 4:M30 M73 M89 M123 M143 M168 M188 | 5:M1 M40 M48 M60 M72 M122 M141 M170 M177 | 6:M7 M14 M35 M50 M59 M78 M117 M139 M159 M164 M179 | 7:M24 M27 M36 M58 M71 M91 M121 M130 M146 M165 M178 M191 | 8:M5 M26 M34 M39 M74 M90 M112 M118 M138 M149 M151 M154 M171 M190 | 9:M4 M6 M17 M22 M55 M62 M81 M88 M93 M107 M137 M152 M156 M167 | 10:M12 M49 M69 M79 M83 M111 M120 M128 M144 M147 M150 M173 M176 M189 | 11:M3 M32 M33 M43 M57 M80 M84 M104 M124 M148 M160 M169 M187 M194 | 12:M8 M13 M25 M28 M31 M52 M63 M82 M92 M108 M119 M129 M161 M174 | 13:M11 M15 M21 M54 M56 M61 M87 M95 M109 M116 M125 M135 M155 M195 | 14:M2 M10 M16 M42 M65 M85 M96 M115 M127 M134 M153 M157 M180 M193 | 15:M18 M20 M38 M47 M64 M76 M103 M113 M114 M126 M145 M162 M186 M192 | 16:M19 M41 M53 M67 M77 M86 M102 M105 M110 M163 M181 | 17:M46 M66 M70 M98 M106 M142 M158 M185 | 18:M9 M23 M45 M99 M183 | 19:M44 M97 M136 | 20:M51 M94 M140 | 21:M68 M100 | 22:M101,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,255628,20,255648
forum-13crafb.forb0007,SAT,OPTIMAL,5.261052,103208,254849,20,0,254869,201.805,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,97,2,"2,2,2,2,0,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,2,2,2,2,2,1,1,2,2,0,1,0,0,0,2,0,2,2,0,2,0,2,2,2,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2","8,8,12,12,16,20,26,28,26,28,28,26,28,28,26,24,20,10,8,4,2,2","6,16,11,10,12,8,9,13,15,16,12,11,12,7,15,13,10,14,15,14,13,11,17,9,12,7,17,14,6,7,10,11,11,16,14,8,4,9,6,18,16,17,5,14,16,14,13,5,10,8,19,3,15,18,6,13,12,6,7,9,15,8,10,14,13,16,20,17,18,15,7,4,2,6,5,12,16,10,11,9,3,10,11,9,14,13,15,9,11,8,7,8,10,20,16,19,15,17,14,22,21,18,13,11,17,15,14,13,16,9,8,7,17,10,14,5,12,8,11,9,7,4,3,15,12,8,11,13,7,5,4,12,1,11,13,15,3,16,14,19,6,10,2,17,8,7,13,8,10,16,10,12,11,17,8,12,18,9,19,14,13,16,15,6,4,5,11,3,8,7,10,2,9,12,1,9,7,15,1,14,8,4,12,17,6,13,10,5,7,5,3,9,2,1,6",1:M133 M175 M179 M194 | 2:M73 M143 M172 M193 | 3:M52 M81 M123 M137 M168 M191 | 4:M37 M72 M122 M131 M165 M182 | 5:M43 M48 M75 M116 M130 M166 M188 M190 | 6:M1 M29 M39 M55 M58 M74 M141 M164 M185 M195 | 7:M14 M26 M30 M59 M71 M91 M112 M121 M129 M146 M170 M177 M189 | 8:M6 M36 M50 M62 M90 M92 M111 M118 M126 M145 M148 M155 M169 M181 | 9:M7 M24 M38 M60 M80 M84 M88 M110 M120 M158 M173 M176 M192 | 10:M4 M17 M31 M49 M63 M78 M82 M93 M114 M142 M149 M151 M171 M187 | 11:M3 M12 M22 M32 M33 M79 M83 M89 M104 M119 M127 M134 M153 M167 | 12:M5 M11 M13 M25 M57 M76 M117 M125 M132 M152 M156 M174 M183 | 13:M8 M16 M21 M47 M56 M65 M86 M103 M108 M128 M135 M147 M161 M186 | 14:M18 M20 M28 M35 M44 M46 M64 M85 M99 M107 M115 M139 M160 M180 | 15:M9 M15 M19 M53 M61 M70 M87 M97 M106 M124 M136 M163 M178 | 16:M2 M10 M34 M41 M45 M66 M77 M95 M109 M138 M150 M162 | 17:M23 M27 M42 M68 M98 M105 M113 M144 M154 M184 | 18:M40 M54 M69 M102 M157 | 19:M51 M96 M140 M159 | 20:M67 M94 | 21:M101 | 22:M100,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,254849,20,254869
forum-13crafc.fixed020-Forb,SAT,OPTIMAL,1.064665,83896,193301,19,0,193320,169.188,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,380,12,"3,12,12,3,6,9,5,4,12,6,11,11,4,12,2,3,0,6,9,0,0,0,0,11,6,11,4,9,11,7,5,5,11,9,10,1,3,6,11,9,4,4,0,11,4,12,3,6,2,4,0,7,2,10,0,7,3,0,4,3,0,1,11,4,9,6,0,0,0,4","22,18,6,20,22,24,22,18,16,24,22,14,20,10,10,8,8,4,6,10,4","2,12,4,10,11,3,9,8,1,15,15,9,19,14,1,13,10,12,4,8,5,7,6,1,7,10,4,7,2,5,11,13,1,10,5,6,11,7,1,2,12,13,14,14,20,13,12,9,10,17,2,16,6,5,9,13,19,6,7,13,11,1,18,5,20,7,17,5,1,11,7,2,3,6,12,9,8,1,2,5,6,7,9,3,8,10,13,11,16,20,12,5,9,15,11,14,6,4,6,2,10,7,8,4,10,8,13,11,6,4,12,5,7,4,1,8,11,6,10,2,5,9,8,20,21,17,10,16,15,1,4,19,13,1,7,11,15,8,18,21,16,10,20,4,17,2,6,14,4,5,10,11,13,6",1:M9 M15 M24 M33 M39 M62 M69 M78 M115 M130 M134 | 2:M1 M29 M40 M51 M72 M79 M100 M120 M146 | 3:M6 M73 M84 | 4:M3 M19 M27 M98 M104 M110 M114 M131 M144 M149 | 5:M21 M30 M35 M54 M64 M68 M80 M92 M112 M121 M150 | 6:M23 M36 M53 M58 M74 M81 M97 M99 M109 M118 M147 M154 | 7:M22 M25 M28 M38 M59 M66 M71 M82 M102 M113 M135 | 8:M8 M20 M77 M85 M103 M106 M116 M123 M138 | 9:M7 M12 M48 M55 M76 M83 M93 M122 | 10:M4 M17 M26 M34 M49 M86 M101 M105 M119 M127 M142 M151 | 11:M5 M31 M37 M61 M70 M88 M95 M108 M117 M136 M152 | 12:M2 M18 M41 M47 M75 M91 M111 | 13:M16 M32 M42 M46 M56 M60 M87 M107 M133 M153 | 14:M14 M43 M44 M96 M148 | 15:M10 M11 M94 M129 M137 | 16:M52 M89 M128 M141 | 17:M50 M67 M126 M145 | 18:M63 M139 | 19:M13 M57 M132 | 20:M45 M65 M90 M124 M143 | 21:M125 M140,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,193301,19,193320
forum-13crafc.fixed040-Forb,SAT,OPTIMAL,1.03078,71624,164618,19,0,164637,156.059,peak_process_tree_rss_mb,maxsat,staircase,yes,imp12+,374,14,"4,5,10,5,9,9,4,5,7,5,5,14,0,10,0,11,0,8,4,0,0,0,5,13,4,5,4,5,10,2,14,6,13,5,9,9,3,7,11,10,2,4,0,8,11,12,1,11,3,14,0,2,1,3,0,5,7,0,10,1,0,4,7,8,0,6,0,0,0,4","20,14,10,16,16,20,18,18,22,24,20,20,22,10,8,8,8,8,8,10,8","5,9,2,13,7,6,12,4,1,15,19,14,21,11,13,9,10,17,4,7,3,6,8,5,7,12,11,7,2,1,8,5,6,8,5,9,11,7,6,1,12,4,14,18,21,13,4,10,3,14,11,16,15,20,13,21,19,6,10,9,11,9,18,17,20,8,16,1,7,5,12,2,3,6,10,13,8,11,9,1,7,5,8,10,12,4,6,2,12,20,8,9,15,16,13,14,6,10,12,9,10,13,11,1,10,2,13,11,1,3,12,9,4,13,12,4,1,11,10,3,2,19,10,20,16,18,15,11,12,9,13,14,17,9,6,8,13,10,20,21,5,1,7,4,17,2,19,18,6,1,10,5,8,7",1:M9 M30 M40 M68 M80 M104 M109 M117 M142 M150 | 2:M3 M29 M72 M88 M106 M121 M146 | 3:M21 M49 M73 M110 M120 | 4:M8 M19 M42 M47 M86 M113 M116 M144 | 5:M1 M24 M32 M35 M70 M82 M141 M152 | 6:M6 M22 M33 M39 M58 M74 M87 M97 M135 M149 | 7:M5 M20 M25 M28 M38 M69 M81 M143 M154 | 8:M23 M31 M34 M66 M77 M83 M91 M136 M153 | 9:M2 M16 M36 M60 M62 M79 M92 M100 M112 M130 M134 | 10:M17 M48 M59 M75 M84 M98 M101 M105 M119 M123 M138 M151 | 11:M14 M27 M37 M51 M61 M78 M103 M108 M118 M128 | 12:M7 M26 M41 M71 M85 M89 M99 M111 M115 M129 | 13:M4 M15 M46 M55 M76 M95 M102 M107 M114 M131 M137 | 14:M12 M43 M50 M96 M132 | 15:M10 M53 M93 M127 | 16:M52 M67 M94 M125 | 17:M18 M64 M133 M145 | 18:M44 M63 M126 M148 | 19:M11 M57 M122 M147 | 20:M54 M65 M90 M124 M139 | 21:M13 M45 M56 M140,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence graph: transitive closure, cycle detection, arc-consistent bounds | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary total-break-slot counts and gap objective | (40) optional hard fairness cap: gap <= 1000",,,result,164618,19,164637
